country,year,HIV.perc
Saba,1994,NA
Abkhazia,1995,NA
Afghanistan,1995,NA
Akrotiri and Dhekelia,1995,NA
Albania,1995,NA
Algeria,1995,0.06
American Samoa,1995,NA
Andorra,1995,NA
Angola,1995,1.6
Anguilla,1995,NA
Antigua and Barbuda,1995,NA
Argentina,1995,0.3
Armenia,1995,0.06
Aruba,1995,NA
Australia,1995,0.1
Austria,1995,0.06
Azerbaijan,1995,0.06
Bahamas,1995,3.7
Bahrain,1995,NA
Bangladesh,1995,0.06
Barbados,1995,0.1
Belarus,1995,0.06
Belgium,1995,0.1
Belize,1995,1.5
Benin,1995,1.1
Bermuda,1995,NA
Bhutan,1995,0.06
Bolivia,1995,0.2
Bosnia and Herzegovina,1995,NA
Botswana,1995,16.6
Brazil,1995,0.4
British Virgin Islands,1995,NA
Brunei,1995,NA
Bulgaria,1995,0.06
Burkina Faso,1995,3.4
Burundi,1995,5.9
Cambodia,1995,1.4
Cameroon,1995,4.2
Canada,1995,0.2
Cape Verde,1995,NA
Cayman Islands,1995,NA
Central African Republic,1995,9.7
Chad,1995,2.1
Channel Islands,1995,NA
Chile,1995,0.1
China,1995,NA
Christmas Island,1995,NA
Cocos Island,1995,NA
Colombia,1995,0.6
Comoros,1995,0.06
"Congo, Dem. Rep.",1995,NA
"Congo, Rep.",1995,4.4
Cook Is,1995,NA
Costa Rica,1995,0.06
Cote d'Ivoire,1995,7.1
Croatia,1995,0.06
Cuba,1995,0.06
Cyprus,1995,NA
Czech Republic,1995,0.06
Czechoslovakia,1995,NA
Denmark,1995,0.1
Djibouti,1995,2.3
Dominica,1995,NA
Dominican Republic,1995,0.9
East Germany,1995,NA
Ecuador,1995,0.5
Egypt,1995,0.06
El Salvador,1995,0.4
Equatorial Guinea,1995,0.4
Eritrea,1995,1.1
Eritrea and Ethiopia,1995,NA
Estonia,1995,0.1
Ethiopia,1995,NA
Faeroe Islands,1995,NA
Falkland Is (Malvinas),1995,NA
Fiji,1995,0.06
Finland,1995,0.06
France,1995,0.3
French Guiana,1995,NA
French Polynesia,1995,NA
Gabon,1995,3.1
Gambia,1995,0.2
Georgia,1995,0.06
Germany,1995,0.1
Ghana,1995,1.7
Gibraltar,1995,NA
Greece,1995,0.1
Greenland,1995,NA
Grenada,1995,NA
Guadeloupe,1995,NA
Guam,1995,NA
Guatemala,1995,0.2
Guernsey,1995,NA
Guinea,1995,1.8
Guinea-Bissau,1995,0.9
Guyana,1995,2.2
Haiti,1995,3.6
Holy See,1995,NA
Honduras,1995,1.5
"Hong Kong, China",1995,NA
Hungary,1995,0.1
Iceland,1995,0.1
India,1995,0.3
Indonesia,1995,0.06
Iran,1995,0.06
Iraq,1995,NA
Ireland,1995,0.1
Isle of Man,1995,NA
Israel,1995,0.1
Italy,1995,0.3
Jamaica,1995,2.2
Japan,1995,0.06
Jersey,1995,NA
Jordan,1995,NA
Kazakhstan,1995,0.06
Kenya,1995,10.3
Kiribati,1995,NA
North Korea,1995,NA
South Korea,1995,0.06
"United Korea (former)
",1995,NA
Kosovo,1995,NA
Kuwait,1995,NA
Kyrgyz Republic,1995,0.06
Lao,1995,0.06
Latvia,1995,0.1
Lebanon,1995,0.1
Lesotho,1995,14.3
Liberia,1995,3.1
Libya,1995,NA
Liechtenstein,1995,NA
Lithuania,1995,0.06
Luxembourg,1995,0.2
"Macao, China",1995,NA
"Macedonia, FYR",1995,NA
Madagascar,1995,0.2
Malawi,1995,13.9
Malaysia,1995,0.3
Maldives,1995,0.06
Mali,1995,1.8
Malta,1995,0.1
Marshall Islands,1995,NA
Martinique,1995,NA
Mauritania,1995,0.4
Mauritius,1995,0.1
Mayotte,1995,NA
Mexico,1995,0.3
"Micronesia, Fed. Sts.",1995,NA
Moldova,1995,0.1
Monaco,1995,NA
Mongolia,1995,0.06
Montenegro,1995,NA
Montserrat,1995,NA
Morocco,1995,0.06
Mozambique,1995,4.1
Myanmar,1995,0.6
Namibia,1995,7.1
Nauru,1995,NA
Nepal,1995,0.4
Netherlands,1995,0.2
Netherlands Antilles,1995,NA
New Caledonia,1995,NA
New Zealand,1995,0.06
Ngorno-Karabakh,1995,NA
Nicaragua,1995,0.1
Niger,1995,0.6
Nigeria,1995,4
Niue,1995,NA
Norfolk Island,1995,NA
Northern Cyprus,1995,NA
Northern Mariana Islands,1995,NA
Norway,1995,0.1
Oman,1995,0.06
Pakistan,1995,0.06
Palau,1995,NA
Panama,1995,1.6
Papua New Guinea,1995,0.1
Paraguay,1995,0.2
Peru,1995,0.5
Philippines,1995,0.06
Pitcairn,1995,NA
Poland,1995,0.1
Portugal,1995,0.3
Puerto Rico,1995,NA
Qatar,1995,0.06
Reunion,1995,NA
Romania,1995,0.1
Russia,1995,0.06
Rwanda,1995,4.7
St. BarthÃ©lemy,1995,NA
St. Helena,1995,NA
St. Kitts and Nevis,1995,NA
St. Lucia,1995,NA
St. Martin,1995,NA
St. Vincent and the Grenadines,1995,NA
St.-Pierre-et-Miquelon,1995,NA
Samoa,1995,NA
San Marino,1995,NA
Sao Tome and Principe,1995,NA
Saudi Arabia,1995,NA
Senegal,1995,0.4
Serbia,1995,0.1
Serbia and Montenegro,1995,NA
Serbia excluding Kosovo,1995,NA
Seychelles,1995,NA
Sierra Leone,1995,0.2
Singapore,1995,0.1
Slovak Republic,1995,0.06
Slovenia,1995,0.06
Solomon Islands,1995,NA
Somalia,1995,0.1
Somaliland,1995,NA
South Africa,1995,6.1
South Ossetia,1995,NA
Spain,1995,0.5
Sri Lanka,1995,0.06
Sudan,1995,0.2
Suriname,1995,0.7
Svalbard,1995,NA
Swaziland,1995,10.6
Sweden,1995,0.1
Switzerland,1995,0.3
Syria,1995,NA
Taiwan,1995,NA
Tajikistan,1995,0.1
Tanzania,1995,7.8
Thailand,1995,2.1
Timor-Leste,1995,NA
Togo,1995,2.5
Tokelau,1995,NA
Tonga,1995,NA
Transnistria,1995,NA
Trinidad and Tobago,1995,0.8
Tunisia,1995,0.06
Turkey,1995,0.06
Turkmenistan,1995,NA
Turks and Caicos Islands,1995,NA
Tuvalu,1995,NA
Uganda,1995,9.3
Ukraine,1995,0.3
United Arab Emirates,1995,NA
United Kingdom,1995,0.1
United States,1995,0.5
Uruguay,1995,0.2
USSR,1995,NA
Uzbekistan,1995,0.06
Wallis et Futuna,1995,NA
Vanuatu,1995,NA
Venezuela,1995,NA
West Bank and Gaza,1995,NA
West Germany,1995,NA
Western Sahara,1995,NA
Vietnam,1995,0.1
Virgin Islands (U.S.),1995,NA
North Yemen (former),1995,NA
South Yemen (former),1995,NA
Yemen,1995,NA
Yugoslavia,1995,NA
Zambia,1995,15
Zimbabwe,1995,25.1
Ã…land,1995,NA
South Sudan,1995,NA
Christian,1995,NA
Coastline,1995,NA
CuraÃ§ao,1995,NA
Sint Maarten (Dutch part),1995,NA
St. Martin (French part),1995,NA
Antarctica,1995,NA
"Virgin Islands, British",1995,NA
Hawaiian Trade Zone,1995,NA
U.S. Pacific Islands,1995,NA
Wake Island,1995,NA
Bonaire,1995,NA
Sark,1995,NA
Chinese Taipei,1995,NA
Saint Eustatius,1995,NA
Saba,1995,NA
Abkhazia,1996,NA
Afghanistan,1996,NA
Akrotiri and Dhekelia,1996,NA
Albania,1996,NA
Algeria,1996,0.06
American Samoa,1996,NA
Andorra,1996,NA
Angola,1996,1.7
Anguilla,1996,NA
Antigua and Barbuda,1996,NA
Argentina,1996,0.3
Armenia,1996,0.06
Aruba,1996,NA
Australia,1996,0.1
Austria,1996,0.06
Azerbaijan,1996,0.06
Bahamas,1996,3.6
Bahrain,1996,NA
Bangladesh,1996,0.06
Barbados,1996,0.2
Belarus,1996,0.06
Belgium,1996,0.2
Belize,1996,1.6
Benin,1996,1.3
Bermuda,1996,NA
Bhutan,1996,0.06
Bolivia,1996,0.2
Bosnia and Herzegovina,1996,NA
Botswana,1996,19.7
Brazil,1996,0.4
British Virgin Islands,1996,NA
Brunei,1996,NA
Bulgaria,1996,0.06
Burkina Faso,1996,3.2
Burundi,1996,5.9
Cambodia,1996,1.4
Cameroon,1996,4.8
Canada,1996,0.2
Cape Verde,1996,NA
Cayman Islands,1996,NA
Central African Republic,1996,10.1
Chad,1996,2.3
Channel Islands,1996,NA
Chile,1996,0.1
China,1996,NA
Christmas Island,1996,NA
Cocos Island,1996,NA
Colombia,1996,0.7
Comoros,1996,0.06
"Congo, Dem. Rep.",1996,NA
"Congo, Rep.",1996,4.3
Cook Is,1996,NA
Costa Rica,1996,0.06
Cote d'Ivoire,1996,7.4
Croatia,1996,0.06
Cuba,1996,0.06
Cyprus,1996,NA
Czech Republic,1996,0.06
Czechoslovakia,1996,NA
Denmark,1996,0.1
Djibouti,1996,2.5
Dominica,1996,NA
Dominican Republic,1996,0.9
East Germany,1996,NA
Ecuador,1996,0.5
Egypt,1996,0.06
El Salvador,1996,0.4
Equatorial Guinea,1996,0.6
Eritrea,1996,1.1
Eritrea and Ethiopia,1996,NA
Estonia,1996,0.1
Ethiopia,1996,NA
Faeroe Islands,1996,NA
Falkland Is (Malvinas),1996,NA
Fiji,1996,0.06
Finland,1996,0.06
France,1996,0.3
French Guiana,1996,NA
French Polynesia,1996,NA
Gabon,1996,3.7
Gambia,1996,0.3
Georgia,1996,0.06
Germany,1996,0.1
Ghana,1996,2
Gibraltar,1996,NA
Greece,1996,0.1
Greenland,1996,NA
Grenada,1996,NA
Guadeloupe,1996,NA
Guam,1996,NA
Guatemala,1996,0.3
Guernsey,1996,NA
Guinea,1996,1.8
Guinea-Bissau,1996,1
Guyana,1996,2.1
Haiti,1996,3.4
Holy See,1996,NA
Honduras,1996,1.5
"Hong Kong, China",1996,NA
Hungary,1996,0.1
Iceland,1996,0.1
India,1996,0.3
Indonesia,1996,0.06
Iran,1996,0.06
Iraq,1996,NA
Ireland,1996,0.1
Isle of Man,1996,NA
Israel,1996,0.1
Italy,1996,0.3
Jamaica,1996,2.1
Japan,1996,0.06
Jersey,1996,NA
Jordan,1996,NA
Kazakhstan,1996,0.06
Kenya,1996,10.5
Kiribati,1996,NA
North Korea,1996,NA
South Korea,1996,0.06
"United Korea (former)
",1996,NA
Kosovo,1996,NA
Kuwait,1996,NA
Kyrgyz Republic,1996,0.06
Lao,1996,0.06
Latvia,1996,0.1
Lebanon,1996,0.1
Lesotho,1996,18.5
Liberia,1996,3.4
Libya,1996,NA
Liechtenstein,1996,NA
Lithuania,1996,0.06
Luxembourg,1996,0.2
"Macao, China",1996,NA
"Macedonia, FYR",1996,NA
Madagascar,1996,0.2
Malawi,1996,14.5
Malaysia,1996,0.3
Maldives,1996,0.06
Mali,1996,1.9
Malta,1996,0.1
Marshall Islands,1996,NA
Martinique,1996,NA
Mauritania,1996,0.4
Mauritius,1996,0.1
Mayotte,1996,NA
Mexico,1996,0.3
"Micronesia, Fed. Sts.",1996,NA
Moldova,1996,0.2
Monaco,1996,NA
Mongolia,1996,0.06
Montenegro,1996,NA
Montserrat,1996,NA
Morocco,1996,0.1
Mozambique,1996,4.9
Myanmar,1996,0.6
Namibia,1996,8.9
Nauru,1996,NA
Nepal,1996,0.4
Netherlands,1996,0.2
Netherlands Antilles,1996,NA
New Caledonia,1996,NA
New Zealand,1996,0.1
Ngorno-Karabakh,1996,NA
Nicaragua,1996,0.1
Niger,1996,0.7
Nigeria,1996,4
Niue,1996,NA
Norfolk Island,1996,NA
Northern Cyprus,1996,NA
Northern Mariana Islands,1996,NA
Norway,1996,0.1
Oman,1996,0.06
Pakistan,1996,0.06
Palau,1996,NA
Panama,1996,1.6
Papua New Guinea,1996,0.1
Paraguay,1996,0.2
Peru,1996,0.5
Philippines,1996,0.06
Pitcairn,1996,NA
Poland,1996,0.1
Portugal,1996,0.3
Puerto Rico,1996,NA
Qatar,1996,0.06
Reunion,1996,NA
Romania,1996,0.1
Russia,1996,0.06
Rwanda,1996,4.5
St. BarthÃ©lemy,1996,NA
St. Helena,1996,NA
St. Kitts and Nevis,1996,NA
St. Lucia,1996,NA
St. Martin,1996,NA
St. Vincent and the Grenadines,1996,NA
St.-Pierre-et-Miquelon,1996,NA
Samoa,1996,NA
San Marino,1996,NA
Sao Tome and Principe,1996,NA
Saudi Arabia,1996,NA
Senegal,1996,0.4
Serbia,1996,0.06
Serbia and Montenegro,1996,NA
Serbia excluding Kosovo,1996,NA
Seychelles,1996,NA
Sierra Leone,1996,0.3
Singapore,1996,0.1
Slovak Republic,1996,0.06
Slovenia,1996,0.06
Solomon Islands,1996,NA
Somalia,1996,0.1
Somaliland,1996,NA
South Africa,1996,8.4
South Ossetia,1996,NA
Spain,1996,0.4
Sri Lanka,1996,0.06
Sudan,1996,0.2
Suriname,1996,0.9
Svalbard,1996,NA
Swaziland,1996,13.3
Sweden,1996,0.1
Switzerland,1996,0.3
Syria,1996,NA
Taiwan,1996,NA
Tajikistan,1996,0.1
Tanzania,1996,7.9
Thailand,1996,2.1
Timor-Leste,1996,NA
Togo,1996,2.9
Tokelau,1996,NA
Tonga,1996,NA
Transnistria,1996,NA
Trinidad and Tobago,1996,0.9
Tunisia,1996,0.06
Turkey,1996,0.06
Turkmenistan,1996,NA
Turks and Caicos Islands,1996,NA
Tuvalu,1996,NA
Uganda,1996,8.8
Ukraine,1996,0.4
United Arab Emirates,1996,NA
United Kingdom,1996,0.1
United States,1996,0.5
Uruguay,1996,0.2
USSR,1996,NA
Uzbekistan,1996,0.06
Wallis et Futuna,1996,NA
Vanuatu,1996,NA
Venezuela,1996,NA
West Bank and Gaza,1996,NA
West Germany,1996,NA
Western Sahara,1996,NA
Vietnam,1996,0.1
Virgin Islands (U.S.),1996,NA
North Yemen (former),1996,NA
South Yemen (former),1996,NA
Yemen,1996,NA
Yugoslavia,1996,NA
Zambia,1996,14.9
Zimbabwe,1996,26.2
Ã…land,1996,NA
South Sudan,1996,NA
Christian,1996,NA
Coastline,1996,NA
CuraÃ§ao,1996,NA
Sint Maarten (Dutch part),1996,NA
St. Martin (French part),1996,NA
Antarctica,1996,NA
"Virgin Islands, British",1996,NA
Hawaiian Trade Zone,1996,NA
U.S. Pacific Islands,1996,NA
Wake Island,1996,NA
Bonaire,1996,NA
Sark,1996,NA
Chinese Taipei,1996,NA
Saint Eustatius,1996,NA
Saba,1996,NA
Abkhazia,1997,NA
Afghanistan,1997,NA
Akrotiri and Dhekelia,1997,NA
Albania,1997,NA
Algeria,1997,0.06
American Samoa,1997,NA
Andorra,1997,NA
Angola,1997,1.8
Anguilla,1997,NA
Antigua and Barbuda,1997,NA
Argentina,1997,0.3
Armenia,1997,0.06
Aruba,1997,NA
Australia,1997,0.1
Austria,1997,0.1
Azerbaijan,1997,0.06
Bahamas,1997,3.5
Bahrain,1997,NA
Bangladesh,1997,0.06
Barbados,1997,0.2
Belarus,1997,0.06
Belgium,1997,0.2
Belize,1997,1.8
Benin,1997,1.4
Bermuda,1997,NA
Bhutan,1997,0.06
Bolivia,1997,0.2
Bosnia and Herzegovina,1997,NA
Botswana,1997,22.2
Brazil,1997,0.4
British Virgin Islands,1997,NA
Brunei,1997,NA
Bulgaria,1997,0.06
Burkina Faso,1997,2.9
Burundi,1997,5.8
Cambodia,1997,1.4
Cameroon,1997,5.1
Canada,1997,0.2
Cape Verde,1997,NA
Cayman Islands,1997,NA
Central African Republic,1997,10.1
Chad,1997,2.5
Channel Islands,1997,NA
Chile,1997,0.1
China,1997,NA
Christmas Island,1997,NA
Cocos Island,1997,NA
Colombia,1997,0.8
Comoros,1997,0.06
"Congo, Dem. Rep.",1997,NA
"Congo, Rep.",1997,4.1
Cook Is,1997,NA
Costa Rica,1997,0.1
Cote d'Ivoire,1997,7.5
Croatia,1997,0.06
Cuba,1997,0.06
Cyprus,1997,NA
Czech Republic,1997,0.06
Czechoslovakia,1997,NA
Denmark,1997,0.1
Djibouti,1997,2.7
Dominica,1997,NA
Dominican Republic,1997,1
East Germany,1997,NA
Ecuador,1997,0.5
Egypt,1997,0.06
El Salvador,1997,0.5
Equatorial Guinea,1997,0.7
Eritrea,1997,1.2
Eritrea and Ethiopia,1997,NA
Estonia,1997,0.2
Ethiopia,1997,NA
Faeroe Islands,1997,NA
Falkland Is (Malvinas),1997,NA
Fiji,1997,0.06
Finland,1997,0.06
France,1997,0.3
French Guiana,1997,NA
French Polynesia,1997,NA
Gabon,1997,4.2
Gambia,1997,0.3
Georgia,1997,0.06
Germany,1997,0.1
Ghana,1997,2.2
Gibraltar,1997,NA
Greece,1997,0.1
Greenland,1997,NA
Grenada,1997,NA
Guadeloupe,1997,NA
Guam,1997,NA
Guatemala,1997,0.3
Guernsey,1997,NA
Guinea,1997,1.8
Guinea-Bissau,1997,1.2
Guyana,1997,1.9
Haiti,1997,3.3
Holy See,1997,NA
Honduras,1997,1.4
"Hong Kong, China",1997,NA
Hungary,1997,0.1
Iceland,1997,0.1
India,1997,0.3
Indonesia,1997,0.06
Iran,1997,0.1
Iraq,1997,NA
Ireland,1997,0.1
Isle of Man,1997,NA
Israel,1997,0.1
Italy,1997,0.3
Jamaica,1997,2.1
Japan,1997,0.06
Jersey,1997,NA
Jordan,1997,NA
Kazakhstan,1997,0.06
Kenya,1997,10.5
Kiribati,1997,NA
North Korea,1997,NA
South Korea,1997,0.06
"United Korea (former)
",1997,NA
Kosovo,1997,NA
Kuwait,1997,NA
Kyrgyz Republic,1997,0.06
Lao,1997,0.06
Latvia,1997,0.2
Lebanon,1997,0.1
Lesotho,1997,21.6
Liberia,1997,3.6
Libya,1997,NA
Liechtenstein,1997,NA
Lithuania,1997,0.06
Luxembourg,1997,0.2
"Macao, China",1997,NA
"Macedonia, FYR",1997,NA
Madagascar,1997,0.2
Malawi,1997,14.7
Malaysia,1997,0.4
Maldives,1997,0.06
Mali,1997,1.9
Malta,1997,0.1
Marshall Islands,1997,NA
Martinique,1997,NA
Mauritania,1997,0.5
Mauritius,1997,0.2
Mayotte,1997,NA
Mexico,1997,0.3
"Micronesia, Fed. Sts.",1997,NA
Moldova,1997,0.3
Monaco,1997,NA
Mongolia,1997,0.06
Montenegro,1997,NA
Montserrat,1997,NA
Morocco,1997,0.1
Mozambique,1997,5.8
Myanmar,1997,0.7
Namibia,1997,10.7
Nauru,1997,NA
Nepal,1997,0.4
Netherlands,1997,0.2
Netherlands Antilles,1997,NA
New Caledonia,1997,NA
New Zealand,1997,0.1
Ngorno-Karabakh,1997,NA
Nicaragua,1997,0.1
Niger,1997,0.9
Nigeria,1997,4
Niue,1997,NA
Norfolk Island,1997,NA
Northern Cyprus,1997,NA
Northern Mariana Islands,1997,NA
Norway,1997,0.1
Oman,1997,0.06
Pakistan,1997,0.06
Palau,1997,NA
Panama,1997,1.6
Papua New Guinea,1997,0.2
Paraguay,1997,0.2
Peru,1997,0.5
Philippines,1997,0.06
Pitcairn,1997,NA
Poland,1997,0.1
Portugal,1997,0.4
Puerto Rico,1997,NA
Qatar,1997,0.06
Reunion,1997,NA
Romania,1997,0.1
Russia,1997,0.06
Rwanda,1997,4.3
St. BarthÃ©lemy,1997,NA
St. Helena,1997,NA
St. Kitts and Nevis,1997,NA
St. Lucia,1997,NA
St. Martin,1997,NA
St. Vincent and the Grenadines,1997,NA
St.-Pierre-et-Miquelon,1997,NA
Samoa,1997,NA
San Marino,1997,NA
Sao Tome and Principe,1997,NA
Saudi Arabia,1997,NA
Senegal,1997,0.5
Serbia,1997,0.06
Serbia and Montenegro,1997,NA
Serbia excluding Kosovo,1997,NA
Seychelles,1997,NA
Sierra Leone,1997,0.4
Singapore,1997,0.1
Slovak Republic,1997,0.06
Slovenia,1997,0.06
Solomon Islands,1997,NA
Somalia,1997,0.2
Somaliland,1997,NA
South Africa,1997,10.7
South Ossetia,1997,NA
Spain,1997,0.4
Sri Lanka,1997,0.06
Sudan,1997,0.2
Suriname,1997,0.9
Svalbard,1997,NA
Swaziland,1997,16
Sweden,1997,0.1
Switzerland,1997,0.3
Syria,1997,NA
Taiwan,1997,NA
Tajikistan,1997,0.1
Tanzania,1997,7.9
Thailand,1997,2
Timor-Leste,1997,NA
Togo,1997,3.1
Tokelau,1997,NA
Tonga,1997,NA
Transnistria,1997,NA
Trinidad and Tobago,1997,1
Tunisia,1997,0.06
Turkey,1997,0.06
Turkmenistan,1997,NA
Turks and Caicos Islands,1997,NA
Tuvalu,1997,NA
Uganda,1997,8.4
Ukraine,1997,0.5
United Arab Emirates,1997,NA
United Kingdom,1997,0.1
United States,1997,0.5
Uruguay,1997,0.2
USSR,1997,NA
Uzbekistan,1997,0.06
Wallis et Futuna,1997,NA
Vanuatu,1997,NA
Venezuela,1997,NA
West Bank and Gaza,1997,NA
West Germany,1997,NA
Western Sahara,1997,NA
Vietnam,1997,0.1
Virgin Islands (U.S.),1997,NA
North Yemen (former),1997,NA
South Yemen (former),1997,NA
Yemen,1997,NA
Yugoslavia,1997,NA
Zambia,1997,14.8
Zimbabwe,1997,26.5
Ã…land,1997,NA
South Sudan,1997,NA
Christian,1997,NA
Coastline,1997,NA
CuraÃ§ao,1997,NA
Sint Maarten (Dutch part),1997,NA
St. Martin (French part),1997,NA
Antarctica,1997,NA
"Virgin Islands, British",1997,NA
Hawaiian Trade Zone,1997,NA
U.S. Pacific Islands,1997,NA
Wake Island,1997,NA
Bonaire,1997,NA
Sark,1997,NA
Chinese Taipei,1997,NA
Saint Eustatius,1997,NA
Saba,1997,NA
Abkhazia,1998,NA
Afghanistan,1998,NA
Akrotiri and Dhekelia,1998,NA
Albania,1998,NA
Algeria,1998,0.06
American Samoa,1998,NA
Andorra,1998,NA
Angola,1998,1.8
Anguilla,1998,NA
Antigua and Barbuda,1998,NA
Argentina,1998,0.3
Armenia,1998,0.1
Aruba,1998,NA
Australia,1998,0.1
Austria,1998,0.1
Azerbaijan,1998,0.06
Bahamas,1998,3.3
Bahrain,1998,NA
Bangladesh,1998,0.06
Barbados,1998,0.3
Belarus,1998,0.06
Belgium,1998,0.2
Belize,1998,1.9
Benin,1998,1.4
Bermuda,1998,NA
Bhutan,1998,0.06
Bolivia,1998,0.2
Bosnia and Herzegovina,1998,NA
Botswana,1998,24.1
Brazil,1998,0.4
British Virgin Islands,1998,NA
Brunei,1998,NA
Bulgaria,1998,0.06
Burkina Faso,1998,2.7
Burundi,1998,5.7
Cambodia,1998,1.4
Cameroon,1998,5.3
Canada,1998,0.2
Cape Verde,1998,NA
Cayman Islands,1998,NA
Central African Republic,1998,10
Chad,1998,2.7
Channel Islands,1998,NA
Chile,1998,0.2
China,1998,NA
Christmas Island,1998,NA
Cocos Island,1998,NA
Colombia,1998,0.8
Comoros,1998,0.06
"Congo, Dem. Rep.",1998,NA
"Congo, Rep.",1998,4
Cook Is,1998,NA
Costa Rica,1998,0.1
Cote d'Ivoire,1998,7.4
Croatia,1998,0.06
Cuba,1998,0.06
Cyprus,1998,NA
Czech Republic,1998,0.06
Czechoslovakia,1998,NA
Denmark,1998,0.1
Djibouti,1998,2.8
Dominica,1998,NA
Dominican Republic,1998,1
East Germany,1998,NA
Ecuador,1998,0.5
Egypt,1998,0.06
El Salvador,1998,0.6
Equatorial Guinea,1998,0.9
Eritrea,1998,1.2
Eritrea and Ethiopia,1998,NA
Estonia,1998,0.3
Ethiopia,1998,NA
Faeroe Islands,1998,NA
Falkland Is (Malvinas),1998,NA
Fiji,1998,0.06
Finland,1998,0.06
France,1998,0.3
French Guiana,1998,NA
French Polynesia,1998,NA
Gabon,1998,4.6
Gambia,1998,0.4
Georgia,1998,0.06
Germany,1998,0.1
Ghana,1998,2.3
Gibraltar,1998,NA
Greece,1998,0.1
Greenland,1998,NA
Grenada,1998,NA
Guadeloupe,1998,NA
Guam,1998,NA
Guatemala,1998,0.4
Guernsey,1998,NA
Guinea,1998,1.8
Guinea-Bissau,1998,1.4
Guyana,1998,1.8
Haiti,1998,3.1
Holy See,1998,NA
Honduras,1998,1.4
"Hong Kong, China",1998,NA
Hungary,1998,0.06
Iceland,1998,0.2
India,1998,0.4
Indonesia,1998,0.06
Iran,1998,0.1
Iraq,1998,NA
Ireland,1998,0.2
Isle of Man,1998,NA
Israel,1998,0.1
Italy,1998,0.3
Jamaica,1998,2
Japan,1998,0.06
Jersey,1998,NA
Jordan,1998,NA
Kazakhstan,1998,0.06
Kenya,1998,10.1
Kiribati,1998,NA
North Korea,1998,NA
South Korea,1998,0.06
"United Korea (former)
",1998,NA
Kosovo,1998,NA
Kuwait,1998,NA
Kyrgyz Republic,1998,0.06
Lao,1998,0.06
Latvia,1998,0.2
Lebanon,1998,0.1
Lesotho,1998,23.4
Liberia,1998,3.5
Libya,1998,NA
Liechtenstein,1998,NA
Lithuania,1998,0.06
Luxembourg,1998,0.2
"Macao, China",1998,NA
"Macedonia, FYR",1998,NA
Madagascar,1998,0.2
Malawi,1998,14.7
Malaysia,1998,0.4
Maldives,1998,0.06
Mali,1998,1.8
Malta,1998,0.1
Marshall Islands,1998,NA
Martinique,1998,NA
Mauritania,1998,0.5
Mauritius,1998,0.2
Mayotte,1998,NA
Mexico,1998,0.3
"Micronesia, Fed. Sts.",1998,NA
Moldova,1998,0.3
Monaco,1998,NA
Mongolia,1998,0.06
Montenegro,1998,NA
Montserrat,1998,NA
Morocco,1998,0.1
Mozambique,1998,6.7
Myanmar,1998,0.7
Namibia,1998,12.5
Nauru,1998,NA
Nepal,1998,0.5
Netherlands,1998,0.2
Netherlands Antilles,1998,NA
New Caledonia,1998,NA
New Zealand,1998,0.1
Ngorno-Karabakh,1998,NA
Nicaragua,1998,0.1
Niger,1998,0.9
Nigeria,1998,4
Niue,1998,NA
Norfolk Island,1998,NA
Northern Cyprus,1998,NA
Northern Mariana Islands,1998,NA
Norway,1998,0.1
Oman,1998,0.06
Pakistan,1998,0.06
Palau,1998,NA
Panama,1998,1.6
Papua New Guinea,1998,0.2
Paraguay,1998,0.3
Peru,1998,0.5
Philippines,1998,0.06
Pitcairn,1998,NA
Poland,1998,0.1
Portugal,1998,0.4
Puerto Rico,1998,NA
Qatar,1998,0.06
Reunion,1998,NA
Romania,1998,0.1
Russia,1998,0.1
Rwanda,1998,4.2
St. BarthÃ©lemy,1998,NA
St. Helena,1998,NA
St. Kitts and Nevis,1998,NA
St. Lucia,1998,NA
St. Martin,1998,NA
St. Vincent and the Grenadines,1998,NA
St.-Pierre-et-Miquelon,1998,NA
Samoa,1998,NA
San Marino,1998,NA
Sao Tome and Principe,1998,NA
Saudi Arabia,1998,NA
Senegal,1998,0.5
Serbia,1998,0.06
Serbia and Montenegro,1998,NA
Serbia excluding Kosovo,1998,NA
Seychelles,1998,NA
Sierra Leone,1998,0.6
Singapore,1998,0.1
Slovak Republic,1998,0.06
Slovenia,1998,0.06
Solomon Islands,1998,NA
Somalia,1998,0.2
Somaliland,1998,NA
South Africa,1998,12.9
South Ossetia,1998,NA
Spain,1998,0.4
Sri Lanka,1998,0.06
Sudan,1998,0.3
Suriname,1998,1
Svalbard,1998,NA
Swaziland,1998,18.5
Sweden,1998,0.1
Switzerland,1998,0.3
Syria,1998,NA
Taiwan,1998,NA
Tajikistan,1998,0.1
Tanzania,1998,7.7
Thailand,1998,2
Timor-Leste,1998,NA
Togo,1998,3.4
Tokelau,1998,NA
Tonga,1998,NA
Transnistria,1998,NA
Trinidad and Tobago,1998,1.1
Tunisia,1998,0.06
Turkey,1998,0.06
Turkmenistan,1998,NA
Turks and Caicos Islands,1998,NA
Tuvalu,1998,NA
Uganda,1998,8
Ukraine,1998,0.7
United Arab Emirates,1998,NA
United Kingdom,1998,0.1
United States,1998,0.5
Uruguay,1998,0.2
USSR,1998,NA
Uzbekistan,1998,0.06
Wallis et Futuna,1998,NA
Vanuatu,1998,NA
Venezuela,1998,NA
West Bank and Gaza,1998,NA
West Germany,1998,NA
Western Sahara,1998,NA
Vietnam,1998,0.2
